css-901oao,css-4rbku5 href,UserId,Tweet_Url,Date,Tweets,Comments,Retweets,Likes,Likes
,https://twitter.com/sanasaeed17,@sanasaeed17,https://twitter.com/sanasaeed17/status/1495269787290775553,"Feb 20, 2022",Manifest,3,2,22,"To create something real from your imagination. To allow and trust, the Universe will bring all that you desire and wish, to you"
,https://twitter.com/sanasaeed17,@sanasaeed17,https://twitter.com/sanasaeed17/status/1493851249598504963,"Feb 16, 2022",Goodnight Beautiful World,2,33,,"@ Los Angeles, California"
"@ Los Angeles, California",https://twitter.com/sanasaeed17,@sanasaeed17,https://twitter.com/sanasaeed17/status/1492420251476119553,"Feb 12, 2022",Just a day without coffee,2,22,,
,https://twitter.com/JoelOsteen,@JoelOsteen,https://twitter.com/JoelOsteen/status/1491229866469072901,"Feb 9, 2022","As good as the people are in your life, there are no perfect people. There is no perfect boss, no perfect friend, no perfect neighbor, no perfect spouse. Give people room to be human. Quit expecting them to perform perfectly all the time.",317,2.7K,11K,
,https://twitter.com/sanasaeed17,@sanasaeed17,https://twitter.com/sanasaeed17/status/1491321372462952448,"Feb 9, 2022",,1,2,22,
,https://twitter.com/sanasaeed17,@sanasaeed17,https://twitter.com/sanasaeed17/status/1490997875857256449,"Feb 8, 2022",Check out Sana Saeed's video!,1,1,12,
,https://twitter.com/sanasaeed17,@sanasaeed17,https://twitter.com/sanasaeed17/status/1490931594835681280,"Feb 8, 2022","Out dream yourself x @ Los Angeles, California",1,2,14,
,https://twitter.com/sanasaeed17,@sanasaeed17,https://twitter.com/sanasaeed17/status/1460481293934899202,"Nov 16, 2021","Just posted a photo @ Los Angeles, California",1,2,19,
,https://twitter.com/sanasaeed17,@sanasaeed17,https://twitter.com/sanasaeed17/status/1460155406366425089,"Nov 15, 2021",Faith is a big part of releasing perfection– You gotta trust that life is happening FOR YOU,1,10,,"@ Los Angeles, California"
,https://twitter.com/sanasaeed17,@sanasaeed17,https://twitter.com/sanasaeed17/status/1459456621730488327,"Nov 13, 2021","Just posted a photo @ Los Angeles, California",3,17,,
,https://twitter.com/sanasaeed17,@sanasaeed17,https://twitter.com/sanasaeed17/status/1457642174837895173,"Nov 8, 2021","Have fun with this, 
We make too much of this, 
Life is suppose to be fun",1,1,17,
"@ Los Angeles, California",https://twitter.com/sanasaeed17,@sanasaeed17,https://twitter.com/sanasaeed17/status/1456133705324433410,"Nov 4, 2021",At every given moment we are absolutely perfect for what is required for our journey,1,2,18,
,https://twitter.com/sanasaeed17,@sanasaeed17,https://twitter.com/sanasaeed17/status/1323213664074293248,"Nov 2, 2020",Happy Birthday,44,794,3.7K,
,https://twitter.com/sanasaeed17,@sanasaeed17,https://twitter.com/sanasaeed17/status/1455419338110889986,"Nov 2, 2021",Mood,2,1,26,"@ Los Angeles, California"
,https://twitter.com/sanasaeed17,@sanasaeed17,https://twitter.com/sanasaeed17/status/1455047941622796290,"Nov 1, 2021",,1,17,,
,https://twitter.com/sanasaeed17,@sanasaeed17,https://twitter.com/sanasaeed17/status/1454343541270908929,"Oct 30, 2021","The relationship you have with your desires should not only scare you just a little bit but also turn you on, otherwise you are not ready for real growth and adventure",3,4,24,
,https://twitter.com/sanasaeed17,@sanasaeed17,https://twitter.com/sanasaeed17/status/1453962932958556167,"Oct 29, 2021",Acknowledging the good that you already have in your life is the foundation for all abundance,17,,,
"@ Los Angeles, California",https://twitter.com/sanasaeed17,@sanasaeed17,https://twitter.com/sanasaeed17/status/1453247754688413696,"Oct 27, 2021",,1,16,,
"@ Los Angeles, California",https://twitter.com/sanasaeed17,@sanasaeed17,https://twitter.com/sanasaeed17/status/1452875956897550338,"Oct 26, 2021",Sending Soooooo Much Love,14,,,It’s going to be an Incredible Weeeeeeeeek
,https://twitter.com/sanasaeed17,@sanasaeed17,https://twitter.com/sanasaeed17/status/1452527575125970947,"Oct 25, 2021","? @ Los Angeles, California",3,1,20,
,https://twitter.com/sanasaeed17,@sanasaeed17,https://twitter.com/sanasaeed17/status/1451058663511134211,"Oct 21, 2021","Just posted a photo @ Los Angeles, California",1,16,,
,https://twitter.com/sanasaeed17,@sanasaeed17,https://twitter.com/sanasaeed17/status/1450694516953001990,"Oct 20, 2021","Just posted a photo @ Los Angeles, California",16,,,
,https://twitter.com/sanasaeed17,@sanasaeed17,https://twitter.com/sanasaeed17/status/1449624678440439808,"Oct 17, 2021","Some days I am a goddess.
Some days I am a wild child. 
And somedays I am a fragile mess. 
Most days I am a bit of all three. 
But everyday I am here, trying to be the best I can be",26,,,
,https://twitter.com/justscorpion,@justscorpion,https://twitter.com/justscorpion/status/1449295478160445440,"Oct 16, 2021","Timeless. Eternal. Not a film, an emotion",5,94,463,
,https://twitter.com/sanasaeed17,@sanasaeed17,https://twitter.com/sanasaeed17/status/1449288068847083526,"Oct 16, 2021","My father didn’t tell me how to Love. 
He Loved, and he let me watch him do it.",16,,,Happy birthday my sweet Daddy
Replying to,https://twitter.com/sanasaeed17,@sanasaeed17,https://twitter.com/sanasaeed17/status/1449273518261039107,"Oct 16, 2021",,2,25,,
,https://twitter.com/sanasaeed17,@sanasaeed17,https://twitter.com/sanasaeed17/status/1448552936997539842,"Oct 14, 2021","Just posted a photo @ Los Angeles, California",2,23,,
,https://twitter.com/sanasaeed17,@sanasaeed17,https://twitter.com/sanasaeed17/status/1447783043113050114,"Oct 12, 2021",Just Sending Loveee to whoever may need it today,17,,,
,https://twitter.com/sanasaeed17,@sanasaeed17,https://twitter.com/sanasaeed17/status/1446716097177300993,"Oct 9, 2021",The only way to find true happiness is to risk being completely open,3,1,21,"@ Los Angeles, California"
,https://twitter.com/sanasaeed17,@sanasaeed17,https://twitter.com/sanasaeed17/status/1446418859305549830,"Oct 8, 2021",,1,11,,
,https://twitter.com/sanasaeed17,@sanasaeed17,https://twitter.com/sanasaeed17/status/1446402162116874242,"Oct 8, 2021","@ Los Angeles, California",1,13,,
- @noorul_aminkhann,https://twitter.com/sanasaeed17,@sanasaeed17,https://twitter.com/sanasaeed17/status/1445949095223255041,"Oct 7, 2021","The world is full of beautiful things, just like you",18,,,
,https://twitter.com/sanasaeed17,@sanasaeed17,https://twitter.com/sanasaeed17/status/1445600566013423618,"Oct 6, 2021","The trick is to enjoy life. Don't wish away your days, waiting for better ones ahead",13,,,
"@ Los Angeles, California",https://twitter.com/sanasaeed17,@sanasaeed17,https://twitter.com/sanasaeed17/status/1443143013983784962,"Sep 29, 2021",The most important thing is to enjoy your life—to be happy—it's all that matters,15,,,
,https://twitter.com/sanasaeed17,@sanasaeed17,https://twitter.com/sanasaeed17/status/1441738589327429632,"Sep 25, 2021",Just posted a video,11,,,
,https://twitter.com/ZoomTV,@ZoomTV,https://twitter.com/ZoomTV/status/1440601574070386694,"Sep 22, 2021",Check out,2,1,19,'s amazing transformation
,https://twitter.com/AlliedAirlift21,@AlliedAirlift21,https://twitter.com/AlliedAirlift21/status/1439729655167262720,"Sep 20, 2021",We're proud to have Operation Flyway and Raven Advisory as partners in supporting the recent evacuation flight from Mazar-I-Sharif. We know their efforts played an integral role in the rescue of all evacuees on the flight.,17,42,233,@FQhoang
,https://twitter.com/sanasaeed17,@sanasaeed17,https://twitter.com/sanasaeed17/status/1438070039459110920,"Sep 15, 2021",“May you live every day of your life”,16,,,@ Downtown Los Angeles
,https://twitter.com/sanasaeed17,@sanasaeed17,https://twitter.com/sanasaeed17/status/1437726001715417092,"Sep 14, 2021","What was it like to lose her? 
- it was like hearing every goodbye ever said to me — said all at once",12,,,"@ Los Angeles, California"
,https://twitter.com/sanasaeed17,@sanasaeed17,https://twitter.com/sanasaeed17/status/1436638588159025153,"Sep 11, 2021","@ Los Angeles, California",1,1,16,
"@ Los Angeles, California",https://twitter.com/sanasaeed17,@sanasaeed17,https://twitter.com/sanasaeed17/status/1434806439621636098,"Sep 6, 2021",The struggle between eating some chocolate and eating all the chocolate,1,12,,
,https://twitter.com/sanasaeed17,@sanasaeed17,https://twitter.com/sanasaeed17/status/1433965963842555910,"Sep 4, 2021","All pain triggers a reminder, deeper than thought, buzzing through blood and bone, that we are fragile and finite",1,21,,"K.J. Ramsey, @ Los Angeles, California"
,https://twitter.com/sanasaeed17,@sanasaeed17,https://twitter.com/sanasaeed17/status/1432246987542327297,"Aug 30, 2021",What's meant to be will always find a way,1,12,,
,https://twitter.com/sanasaeed17,@sanasaeed17,https://twitter.com/sanasaeed17/status/1432246987034927107,"Aug 30, 2021",What's meant to be will always find a way,1,9,,
,https://twitter.com/sanasaeed17,@sanasaeed17,https://twitter.com/sanasaeed17/status/1431147056421392390,"Aug 27, 2021",Just posted a photo,13,,,
,https://twitter.com/sanasaeed17,@sanasaeed17,https://twitter.com/sanasaeed17/status/1429035639811493888,"Aug 21, 2021",Happy Kitty,2,19,,
,https://twitter.com/sanasaeed17,@sanasaeed17,https://twitter.com/sanasaeed17/status/1428303529681334284,"Aug 19, 2021","I love her, and that’s the beginning and end of everything",1,17,,
"@ Los Angeles, California",https://twitter.com/sanasaeed17,@sanasaeed17,https://twitter.com/sanasaeed17/status/1427509094177550365,"Aug 17, 2021","You gotta look in the mirror, as you are and like what you see",25,,,And then what you see will change
,https://twitter.com/sanasaeed17,@sanasaeed17,https://twitter.com/sanasaeed17/status/1426120175707951104,"Aug 13, 2021",Be soft,1,19,,Don’t let the world harden your heart
,https://twitter.com/sanasaeed17,@sanasaeed17,https://twitter.com/sanasaeed17/status/1425055850587168804,"Aug 10, 2021",You got this,1,15,,"@ Los Angeles, California"
,https://twitter.com/sanasaeed17,@sanasaeed17,https://twitter.com/sanasaeed17/status/1423523043599597572,"Aug 6, 2021","Just posted a photo @ Los Angeles, California",1,23,,
,https://twitter.com/sanasaeed17,@sanasaeed17,https://twitter.com/sanasaeed17/status/1422507378910638080,"Aug 3, 2021","What if all of the changes that your making in your life right now are leading to something more beautiful, than you could have ever envisioned ?",1,21,,
,https://twitter.com/sanasaeed17,@sanasaeed17,https://twitter.com/sanasaeed17/status/1421008750786191362,"Jul 30, 2021",Your Vibe attracts your Tribe,3,4,102,
,https://twitter.com/sanasaeed17,@sanasaeed17,https://twitter.com/sanasaeed17/status/1421005605960040453,"Jul 30, 2021","Just posted a photo @ Los Angeles, California",17,,,
,https://twitter.com/sanasaeed17,@sanasaeed17,https://twitter.com/sanasaeed17/status/1420696944217755653,"Jul 29, 2021",,3,11,131,
,https://twitter.com/sanasaeed17,@sanasaeed17,https://twitter.com/sanasaeed17/status/1420639588704571392,"Jul 29, 2021",Love > Everything,1,28,,"@ Los Angeles, California"
@ Downtown Los Angeles,https://twitter.com/sanasaeed17,@sanasaeed17,https://twitter.com/sanasaeed17/status/1419592976515338243,"Jul 26, 2021","Your Health, Your Purpose 
and the People You Love.. That’s it",1,1,25,
,https://twitter.com/sanasaeed17,@sanasaeed17,https://twitter.com/sanasaeed17/status/1417032501801934852,"Jul 19, 2021","She's mad, but she's magic. There's no lie in her fire",1,21,,
,https://twitter.com/sanasaeed17,@sanasaeed17,https://twitter.com/sanasaeed17/status/1416335817740537857,"Jul 17, 2021","@ Los Angeles, California",16,,,
,https://twitter.com/sanasaeed17,@sanasaeed17,https://twitter.com/sanasaeed17/status/1415942530701606912,"Jul 16, 2021",But I am Free,18,,,
,https://twitter.com/sanasaeed17,@sanasaeed17,https://twitter.com/sanasaeed17/status/1415923551870332928,"Jul 16, 2021","@ Los Angeles, California",18,,,
,https://twitter.com/sanasaeed17,@sanasaeed17,https://twitter.com/sanasaeed17/status/1415608066314313728,"Jul 15, 2021","Know what you want to do, hold the thought firmly, and do every day what should be done, and every sunset will see you that much nearer the goal",1,20,,
,https://twitter.com/sanasaeed17,@sanasaeed17,https://twitter.com/sanasaeed17/status/1415188002226253824,"Jul 14, 2021",,13,,,
,https://twitter.com/sanasaeed17,@sanasaeed17,https://twitter.com/sanasaeed17/status/1414127609634430980,"Jul 11, 2021",Crushing on Cali,1,11,,
,https://twitter.com/sanasaeed17,@sanasaeed17,https://twitter.com/sanasaeed17/status/1414124955785220101,"Jul 11, 2021","You should know, 
you’re beautiful just the way 
YOU ARE",2,16,,
"@ Los Angeles, California",https://twitter.com/sanasaeed17,@sanasaeed17,https://twitter.com/sanasaeed17/status/1413309715199705089,"Jul 9, 2021",,14,,,
,https://twitter.com/sanasaeed17,@sanasaeed17,https://twitter.com/sanasaeed17/status/1412564840653242369,"Jul 7, 2021",Wayyyy too much fun training with @kanishkaban at the beach,15,,,"Working out in the sand is 
NO JOKE still so sore"
"@jessejcollections 
@hey_slick 
@makeupby_shazz 
@jwicecarver",https://twitter.com/sanasaeed17,@sanasaeed17,https://twitter.com/sanasaeed17/status/1411226232436498433,"Jul 3, 2021",Behind the scenes,8,,,Team Awesome
@proctorgallagher,https://twitter.com/sanasaeed17,@sanasaeed17,https://twitter.com/sanasaeed17/status/1410538891485065219,"Jul 1, 2021","“There will only be one of me to show what I can do, and likewise you should be very proud that there’s only one of you”",2,19,,
,https://twitter.com/sanasaeed17,@sanasaeed17,https://twitter.com/sanasaeed17/status/1410165840192839681,"Jun 30, 2021",Finally on,2,20,,
,https://twitter.com/sanasaeed17,@sanasaeed17,https://twitter.com/sanasaeed17/status/1410163947215392771,"Jun 30, 2021",Just posted a video,1,16,,
,https://twitter.com/sanasaeed17,@sanasaeed17,https://twitter.com/sanasaeed17/status/1409796189390835713,"Jun 29, 2021","I am living in 
my own world",15,,,ITeam Awesome
,https://twitter.com/sanasaeed17,@sanasaeed17,https://twitter.com/sanasaeed17/status/1409397928356106240,"Jun 28, 2021",Peace looks like,1,26,,
,https://twitter.com/sanasaeed17,@sanasaeed17,https://twitter.com/sanasaeed17/status/1409089869197021184,"Jun 27, 2021",Team Awesome,16,,,"@ashguptaofficial 
@ashguptaslife 
@hey_slick 
@makeupby_shazz 
@jwicecarver"
I promise I’ll make sticking around worth your while,https://twitter.com/sanasaeed17,@sanasaeed17,https://twitter.com/sanasaeed17/status/1408357829463797764,"Jun 25, 2021",Such a fabulous shoot in LA with @ashguptaofficial,7,7,197,I can’t wait to share the pictures with youuuu!!
,https://twitter.com/sanasaeed17,@sanasaeed17,https://twitter.com/sanasaeed17/status/1408342691260342273,"Jun 25, 2021",YAY 2 MILLION ON FACEBOOK,1,1,17,I LOVE YOUU
,https://twitter.com/sanasaeed17,@sanasaeed17,https://twitter.com/sanasaeed17/status/1408106731058700292,"Jun 24, 2021",I Glow,1,23,,
,https://twitter.com/sanasaeed17,@sanasaeed17,https://twitter.com/sanasaeed17/status/1407036702607167499,"Jun 21, 2021",Happy International Yoga Day,22,27,577,
mat,https://twitter.com/sanasaeed17,@sanasaeed17,https://twitter.com/sanasaeed17/status/1407025320679575554,"Jun 21, 2021",Happy International Yoga Day,1,19,,"“Keeping your body healthy is an expression of gratitude to the whole cosmos- the trees, the clouds, everything.”"
,https://twitter.com/sanasaeed17,@sanasaeed17,https://twitter.com/sanasaeed17/status/1406148880169934849,"Jun 19, 2021",Gratitude paints little smiley faces on everything it touches,23,,,
,https://twitter.com/sanasaeed17,@sanasaeed17,https://twitter.com/sanasaeed17/status/1405801589898715139,"Jun 18, 2021","Call me crazy, but I think I’ve fallen in love with this madness",28,,,
Replying to,https://twitter.com/My_VantagePoint,@My_VantagePoint,https://twitter.com/My_VantagePoint/status/1404695379111604225,"Jun 15, 2021",@sanasaeed17,3,42,,
,https://twitter.com/Bollyhungama,@Bollyhungama,https://twitter.com/Bollyhungama/status/1397515357867237376,"May 26, 2021",Student Of The Year actress,2,20,"Student Of The Year actress Sana Saeed sets the temperature soaring in printed bikini Bollywood News: Latest Bollywood News, Bollywood News Today, Bollywood Celebrity News, Breaking News, Celeb News,...",sets the temperature soaring in printed bikini
,https://twitter.com/sanasaeed17,@sanasaeed17,https://twitter.com/sanasaeed17/status/1404730281655902212,"Jun 15, 2021",,1,1,45,
student-year-actress-sana-saeed-sets-temperature-soaring-printed-bikini/,https://twitter.com/sanasaeed17,@sanasaeed17,https://twitter.com/sanasaeed17/status/1404729832647266304,"Jun 15, 2021",,1,14,,#SanaSaeed
"With @nyelakapadia 

LINK IN BIO",https://twitter.com/sanasaeed17,@sanasaeed17,https://twitter.com/sanasaeed17/status/1404695016371539968,"Jun 15, 2021",Join me for my 21 days fitness challenge - LIVE WORKOUTS AND LIVE CHATS,3,17,,Join now
