css-4rbku5 href,UserId,Tweet_Url,Date-Time,Tweets,Comments,Retweets,Likes,Impressions,r-1p0dtai src,Retweet,Like
https://twitter.com/TrollFootball,@TrollFootball,https://twitter.com/TrollFootball/status/1693584383775592648,Aug 21,Brighton’s admin is savage,1.8K,20K,217K,11M,,,
https://twitter.com/TrollFootball,@TrollFootball,https://twitter.com/TrollFootball/status/1693564309262000191,Aug 21,Cover Bellingham's hair with your finger,2.3K,3.9K,109K,17M,,,
https://twitter.com/TrollFootball,@TrollFootball,https://twitter.com/TrollFootball/status/1693408543410458657,Aug 21,"""You must be a sick person if you are enjoying this Chelsea downfall.""

Me:",335,4.3K,56K,2.2M,,,
https://twitter.com/TrollFootball,@TrollFootball,https://twitter.com/TrollFootball/status/1693330047178776856,Aug 21,"The last time Chelsea were in the top half of the table, Elizabeth II was the queen of England.",751,7.8K,63K,3.3M,,,
https://twitter.com/TrollFootball,@TrollFootball,https://twitter.com/TrollFootball/status/1693326034840514857,Aug 20,Enzo has 3 league wins in a Chelsea shirt,485,5.5K,52K,3.8M,blob:https://twitter.com/f3ef8517-592e-4cc9-b805-c8abbd3b6741,From,LJRC
https://twitter.com/TrollFootball,@TrollFootball,https://twitter.com/TrollFootball/status/1693323876145545402,Aug 20,Moises Caicedo highlights on his Chelsea debut,536,3.2K,18K,1.7M,blob:https://twitter.com/99b848b3-9d1c-480c-87e1-cf713b1845e2,From,
https://twitter.com/TrollFootball,@TrollFootball,https://twitter.com/TrollFootball/status/1693319721649606737,Aug 20,Premier League clubs checking for when they will face Chelsea.,1.2K,12K,115K,3.7M,,,
https://twitter.com/TrollFootball,@TrollFootball,https://twitter.com/TrollFootball/status/1693316583920136449,Aug 20,"Peter Drury: At this point even if they were sponsored by Microsoft, Chelsea still won’t excel.",570,8.4K,65K,5.2M,blob:https://twitter.com/786d4499-c4b0-4cc1-aee9-c12ea6ebd8dd,From,TF Media
https://twitter.com/TrollFootball,@TrollFootball,https://twitter.com/TrollFootball/status/1693314936871497970,Aug 20,"Enzo: Missed a penalty for Chelsea

Caicedo: Gave a penalty to West Ham",1.6K,14K,92K,3.6M,,,
https://twitter.com/TrollFootball,@TrollFootball,https://twitter.com/TrollFootball/status/1693312043376382000,Aug 20,"Silva: “wtff thought you’d deal with that”

Enzo: “no u told me col will”

Colwill: “no he said chil will not col will”

Disasi: “oh no this is a disasiter""

Gusto:",133,546,4.7K,418K,,,
https://twitter.com/TrollFootball,@TrollFootball,https://twitter.com/TrollFootball/status/1693297125331726533,Aug 20,Enzo learned well from Messi,219,586,9K,505K,,,
https://twitter.com/TrollFootball,@TrollFootball,https://twitter.com/TrollFootball/status/1693293569597997202,Aug 20,Chelsea players,1.6K,15K,149K,6.7M,,,
https://twitter.com/TrollFootball,@TrollFootball,https://twitter.com/TrollFootball/status/1693266903056167184,Aug 20,Why is Johnny Sins kissing Jennifer Hermoso?,1.6K,3.2K,71K,7.3M,,,
https://twitter.com/TrollFootball,@TrollFootball,https://twitter.com/TrollFootball/status/1693235509290488195,Aug 20,It has started,142,303,6.6K,364K,,,
https://twitter.com/TrollFootball,@TrollFootball,https://twitter.com/TrollFootball/status/1693233396539916354,Aug 20,It's coming home,218,1.6K,15K,1M,,,
https://twitter.com/TrollFootball,@TrollFootball,https://twitter.com/TrollFootball/status/1693231874464677922,Aug 20,Spanish players whenever an English player touches them.,353,1.1K,24K,906K,,,
